,abv,ibu,name,style,ounces
2291,0.048,15.0,Top Rope Mexican-style Craft Lager,Vienna Lager,12.0
2292,0.048,22.0,Upslope Craft Lager,Vienna Lager,12.0
2293,0.067,35.0,Upslope Brown Ale,English Brown Ale,12.0
2294,0.058,35.0,Upslope Pale Ale,American Pale Ale (APA),12.0
2295,0.072,35.0,Upslope India Pale Ale,American IPA,12.0
2296,0.053,22.0,Common Sense Kentucky Common Ale,American Brown Ale,16.0
2297,0.065,70.0,Upstate I.P.W.,American IPA,12.0
2298,0.04,35.0,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0
2299,0.09,75.0,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0
2300,0.08,35.0,Devastator Double Bock,Doppelbock,12.0
2301,0.06,35.0,Wasatch Ghostrider White IPA,American White IPA,12.0
2302,0.06,35.0,Wasatch Ghostrider White IPA (2014),American White IPA,12.0
2303,0.04,35.0,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0
2304,0.09,75.0,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12.0
2306,0.068,35.0,Nunica Pine,Cider,16.0
2307,0.069,35.0,Ginger Peach,Cider,16.0
2308,0.068,35.0,Totally Roasted,Cider,16.0
2309,0.068,35.0,Blue Gold,Cider,16.0
2310,0.068,35.0,Hard Apple,Cider,16.0
2311,0.052,35.0,Nitro Can Coffee Stout,American Stout,12.0
2312,0.092,25.0,Voodoo Love Child,Tripel,12.0
2313,0.079,23.0,White Magick of the Sun,Witbier,12.0
2314,0.075,31.0,Wynona's Big Brown Ale,American Brown Ale,12.0
2315,0.092,25.0,Gran Met,Belgian Strong Pale Ale,12.0
2316,0.073,85.0,Good Vibes IPA,American IPA,12.0
2317,0.075,85.0,Pilzilla,American Double / Imperial Pilsner,12.0
2318,0.04,37.0,Wachusett Light IPA,American IPA,12.0
2319,0.06,55.0,Green Monsta IPA,American IPA,12.0
2320,0.056,50.0,Wachusett IPA,American IPA,12.0
2321,0.047,35.0,Strawberry White,Witbier,12.0
2322,0.085,85.0,Larry Imperial IPA,American Double / Imperial IPA,12.0
2323,0.047,35.0,Wachusett Summer,American Pale Wheat Ale,12.0
2324,0.051,17.0,Country Pale Ale,English Pale Ale,12.0
2325,0.04,37.0,Wachusett Light IPA (2013),American IPA,12.0
2326,0.052,20.0,Pumpkan,Pumpkin Ale,12.0
2327,0.045,10.0,Wachusett Blueberry Ale,Fruit / Vegetable Beer,12.0
2329,0.047,35.0,T-6 Red Ale (2004),American Amber / Red Ale,12.0
2330,0.052,67.0,Self Starter,American IPA,16.0
2331,0.054,20.0,Ermal's,Cream Ale,16.0
2332,0.07,35.0,10 Ton,Oatmeal Stout,16.0
2333,0.07,35.0,Flyin' Rye,American IPA,16.0
2334,0.09,35.0,Christmas Ale,Herbed / Spiced Beer,12.0
2335,0.07,35.0,Pay It Forward Cocoa Porter,American Porter,12.0
2336,0.055,35.0,West Sixth Amber Ale,American Amber / Red Ale,12.0
2337,0.056,35.0,West Sixth IPA,American IPA,12.0
2338,0.055,35.0,One Claw,American Pale Ale (APA),12.0
2339,0.04,19.544779559320187,Westbrook Gose,Gose,12.0
2340,0.05,16.0,White Thai,Witbier,12.0
2341,0.068,65.0,Westbrook IPA,American IPA,12.0
2342,0.057,22.0,Westfield Octoberfest,Märzen / Oktoberfest,12.0
2343,0.052,35.0,Pop's Old Fashioned Lager,American Amber / Red Lager,12.0
2344,0.058,55.0,Charlie in the Rye,American IPA,12.0
2345,0.056,35.0,Royal Lager,American Pale Lager,16.0
2346,0.08,35.0,Rip Van Winkle (Current),Bock,12.0
2347,0.056,35.0,O’Malley’s Stout,English Stout,12.0
2348,0.075,89.0,O’Malley’s IPA,American IPA,12.0
2349,0.056,35.0,O’Malley’s Irish Style Cream Ale,Cream Ale,12.0
2350,0.049,28.0,L'il Lucy's Hot Pepper Ale,Chile Beer,12.0
2351,0.052,35.0,Drop Kick Ale,American Amber / Red Ale,12.0
2352,0.055,35.0,Raspberry Berliner Weisse,Berliner Weissbier,12.0
2353,0.05,35.0,Hop Session,American IPA,12.0
2354,0.055,35.0,Blueberry Berliner Weisse,Berliner Weissbier,12.0
2355,0.055,35.0,Berliner Weisse,Berliner Weissbier,12.0
2356,0.06,35.0,Super G IPA,American IPA,16.0
2357,0.049,30.0,Hefe Lemon,Radler,12.0
2358,0.049,30.0,Hefe Black,Hefeweizen,12.0
2359,0.049,30.0,Widmer Brothers Hefeweizen,Hefeweizen,12.0
2360,0.082,100.0,Hop Slayer Double IPA,American Double / Imperial IPA,12.0
2361,0.045,35.0,Pumpkin Ale,Pumpkin Ale,12.0
2362,0.05,35.0,Big Bowl Blonde Ale,American Brown Ale,12.0
2363,0.052,27.0,Phat Chance,American Blonde Ale,12.0
2364,0.082,100.0,Hop Slayer Double IPA (2011),American Double / Imperial IPA,12.0
2366,0.042,13.0,Wild Onion Summer Wit,Witbier,12.0
2367,0.06,23.0,Jack Stout,Oatmeal Stout,12.0
2368,0.045,35.0,Wild Onion Pumpkin Ale (2010),Pumpkin Ale,12.0
2369,0.056,41.0,Paddy Pale Ale,American Pale Ale (APA),12.0
2370,0.068,21.0,Blonde Hunny,Belgian Pale Ale,12.0
2371,0.057,20.0,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,12.0
2372,0.045,25.0,Wild Wolf American Pilsner,American Pilsner,12.0
2373,0.051,45.0,Alpha Ale,American Pale Ale (APA),12.0
2374,0.054,35.0,Mystical Stout,Irish Dry Stout,16.0
2375,0.075,35.0,Bodacious Bock,Bock,16.0
2376,0.05,35.0,Ambitious Lager,Munich Helles Lager,16.0
2377,0.072,35.0,Wyoming Pale Ale,American Pale Ale (APA),16.0
2378,0.05,35.0,Wind River Blonde Ale,American Blonde Ale,16.0
2379,0.074,83.0,Ace IPA,American IPA,16.0
2380,0.08,31.0,P-51 Porter,American Porter,16.0
2381,0.055,35.0,#001 Golden Amber Lager,American Amber / Red Lager,12.0
2382,0.071,60.0,#002 American I.P.A.,American IPA,12.0
2383,0.052,35.0,#003 Brown & Robust Porter,American Porter,12.0
2384,0.048,38.0,#004 Session I.P.A.,American IPA,12.0
2385,0.059,35.0,Tarasque,Saison / Farmhouse Ale,12.0
2386,0.062,61.0,Ananda India Pale Ale,American IPA,12.0
2387,0.045,23.0,Tiny Bomb,American Pilsner,12.0
2388,0.058,72.0,Train Hopper,American IPA,12.0
2389,0.045,35.0,Edward’s Portly Brown,American Brown Ale,12.0
2390,0.059,19.544779559320187,Troopers Alley IPA,American IPA,12.0
2391,0.047,15.0,Wolverine Premium Lager,American Pale Lager,12.0
2392,0.05,35.0,Woodchuck Amber Hard Cider,Cider,12.0
2393,0.065,82.0,4000 Footer IPA,American IPA,12.0
2394,0.028,15.0,Summer Brew,American Pilsner,12.0
2395,0.065,69.0,Be Hoppy IPA,American IPA,16.0
2396,0.069,69.0,Worthy IPA,American IPA,12.0
2397,0.045,25.0,Easy Day Kolsch,Kölsch,12.0
2398,0.077,30.0,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12.0
2399,0.069,69.0,Worthy IPA (2013),American IPA,12.0
2400,0.06,50.0,Worthy Pale,American Pale Ale (APA),12.0
2401,0.042,35.0,Patty's Chile Beer,Chile Beer,12.0
2402,0.082,35.0,Colorojo Imperial Red Ale,American Strong Ale,12.0
2403,0.055,35.0,Wynkoop Pumpkin Ale,Pumpkin Ale,12.0
2404,0.075,35.0,Rocky Mountain Oyster Stout,American Stout,12.0
2405,0.067,45.0,Belgorado,Belgian IPA,12.0
2406,0.052,35.0,Rail Yard Ale,American Amber / Red Ale,12.0
2407,0.055,35.0,B3K Black Lager,Schwarzbier,12.0
2408,0.055,40.0,Silverback Pale Ale,American Pale Ale (APA),12.0
2409,0.052,35.0,Rail Yard Ale (2009),American Amber / Red Ale,12.0
