,abv,ibu,name,style,ounces
429,0.056,35.0,Maize & Blueberry,Fruit / Vegetable Beer,16.0
430,0.093,35.0,Trebuchet Double IPA,American Double / Imperial IPA,16.0
431,0.065,35.0,Contemplation,Bière de Garde,16.0
432,0.05,35.0,Black Rabbit,American Black Ale,16.0
433,0.09,35.0,Zaison,Saison / Farmhouse Ale,16.0
434,0.082,35.0,Vivant Tripel,Tripel,16.0
435,0.098,35.0,Tart Side of the Moon,Belgian Dark Ale,16.0
436,0.06,35.0,Big Red Coq,American Amber / Red Ale,16.0
437,0.099,35.0,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0
438,0.095,35.0,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0
439,0.092,35.0,Escoffier Bretta Ale,American Wild Ale,16.0
440,0.065,35.0,Contemplation (2012),Bière de Garde,16.0
441,0.099,35.0,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0
442,0.062,35.0,Big Red Coq (2012),American Amber / Red Ale,16.0
443,0.09,35.0,Zaison (2012),Saison / Farmhouse Ale,16.0
444,0.092,35.0,Vivant Tripel (2012),Tripel,16.0
445,0.097,35.0,Trebuchet Double IPA (2012),Belgian IPA,16.0
446,0.085,35.0,Kludde,Belgian Strong Dark Ale,16.0
447,0.055,35.0,Farm Hand,Saison / Farmhouse Ale,16.0
448,0.06,35.0,Solitude,Belgian Pale Ale,16.0
449,0.065,35.0,Triomphe,Belgian IPA,16.0
450,0.056,35.0,Tampa Pale Ale,American Pale Ale (APA),12.0
451,0.056,35.0,Orange Grove Wheat Ale,American Pale Wheat Ale,12.0
452,0.061,35.0,Broad Brook Ale,American Amber / Red Ale,16.0
453,0.05,15.0,Northern Lights Amber Ale,American Amber / Red Ale,12.0
454,0.052,17.0,Polar Pale Ale,American Pale Ale (APA),12.0
455,0.048,35.0,Chugach Session Ale,Cream Ale,12.0
456,0.061,64.0,Fairweather IPA,American IPA,12.0
457,0.068,47.0,East India Pale Ale,English India Pale Ale (IPA),16.0
458,0.045,35.0,Brooklyn Summer Ale,English Pale Mild Ale,12.0
459,0.068,47.0,East India Pale Ale,English India Pale Ale (IPA),12.0
460,0.045,35.0,Brooklyn Summer Ale (2011),English Pale Mild Ale,12.0
461,0.052,35.0,Brooklyn Lager (16 oz.),American Amber / Red Lager,16.0
462,0.052,35.0,Brooklyn Lager (12 oz.),American Amber / Red Lager,12.0
463,0.08,35.0,Tour de Nez Belgian IPA (Current),Belgian IPA,16.0
464,0.056,35.0,Roler Bock (Current),Maibock / Helles Bock,16.0
465,0.073,85.0,Black Adder IBA (Current),American Black Ale,16.0
466,0.099,35.0,Very Noddy Lager (Current),Schwarzbier,16.0
467,0.062,42.0,Tule Duck Red Ale (Current),American Amber / Red Ale,16.0
468,0.058,35.0,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16.0
469,0.052,40.0,Black Noddy Lager (Current),Schwarzbier,16.0
470,0.053,35.0,Cleveland Beer Week 2013,Munich Helles Lager,16.0
471,0.045,35.0,Painted Turtle,American Pale Ale (APA),12.0
472,0.06,40.0,1836,American Blonde Ale,12.0
473,0.06,20.0,Summer's Wit,Witbier,12.0
474,0.09,118.0,More Cowbell,American Double / Imperial IPA,16.0
475,0.065,35.0,Wrath of Pele,American Brown Ale,16.0
476,0.068,35.0,Black Beer'd,American Black Ale,16.0
477,0.078,35.0,Mr. Tea,Fruit / Vegetable Beer,1.9632799921165596
478,0.055,40.0,Pale Alement,American Pale Ale (APA),12.0
479,0.099,115.0,Hopkick Dropkick,American Double / Imperial IPA,12.0
480,0.06,35.0,Kreamed Corn,Cream Ale,12.0
481,0.065,35.0,Coconoats,American Pale Wheat Ale,16.0
482,0.068,16.0,Joey Wheat,American Pale Wheat Ale,16.0
483,0.072,86.0,3:33 Black IPA,American IPA,16.0
484,0.068,35.0,MCA,American IPA,16.0
485,0.055,40.0,Pale Alement,American Pale Ale (APA),16.0
486,0.05,14.0,Couch Select Lager,American Pale Lager,12.0
487,0.056,36.0,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0
488,0.049,35.0,Heinnieweisse Weissebier,Hefeweizen,12.0
489,0.068,35.0,Snapperhead IPA,American IPA,12.0
490,0.049,35.0,Moo Thunder Stout,Milk / Sweet Stout,12.0
491,0.043,35.0,Porkslap Pale Ale,American Pale Ale (APA),12.0
492,0.093,35.0,Blackbeard,American Double / Imperial Stout,12.0
493,0.062,35.0,Rye Knot,American Brown Ale,12.0
494,0.06,35.0,Dead Arm,American Pale Ale (APA),12.0
495,0.048,35.0,32°/50° Kölsch ,Kölsch,16.0
496,0.077,35.0,HopArt,American IPA,16.0
497,0.097,35.0,Boy King,American Double / Imperial IPA,16.0
498,0.052,35.0,Gran Sport,American Porter,16.0
499,0.053,25.0,Horny Toad Cerveza,American Blonde Ale,16.0
500,0.063,35.0,Native Amber,American Amber / Red Ale,16.0
501,0.068,100.0,F5 IPA,American IPA,16.0
502,0.063,35.0,Native Amber (2013),American Amber / Red Ale,16.0
503,0.053,25.0,Horny Toad Cerveza (2013),American Blonde Ale,16.0
504,0.068,100.0,Hopportunity Knocks IPA,American IPA,12.0
505,0.06,35.0,Pilot Rock Porter,American Porter,12.0
506,0.056,55.0,Caldera Pale Ale,American Pale Ale (APA),12.0
507,0.039,16.0,Lawnmower Lager,American Adjunct Lager,12.0
508,0.054,24.0,Ashland Amber Ale (2009),American Amber / Red Ale,12.0
509,0.061,94.0,Caldera IPA (2009),American IPA,12.0
510,0.061,94.0,Caldera IPA (2007),American IPA,12.0
511,0.056,55.0,Caldera Pale Ale (2010),American Pale Ale (APA),12.0
512,0.056,55.0,Caldera Pale Ale (2009),American Pale Ale (APA),12.0
513,0.056,55.0,Caldera Pale Ale (2005),American Pale Ale (APA),12.0
514,0.056,55.0,Caldera Pale Ale (2007),American Pale Ale (APA),12.0
515,0.056,55.0,Caldera Pale Ale (2011),American Pale Ale (APA),12.0
516,0.054,24.0,Ashland Amber Ale,American Amber / Red Ale,12.0
517,0.061,94.0,Caldera IPA,American IPA,12.0
518,0.05,35.0,Remain in Light,American Pilsner,12.0
519,0.065,35.0,Flower Child (2014),American IPA,12.0
520,0.056,35.0,THP White (2006),Witbier,12.0
521,0.056,35.0,THP Amber (2006),American Amber / Red Ale,12.0
522,0.056,35.0,THP Light (2006),American Blonde Ale,12.0
523,0.056,35.0,THP Dark (2006),English Dark Mild Ale,12.0
524,0.099,43.0,Imperial Pumpkin Stout,Pumpkin Ale,16.0
525,0.09,19.544779559320187,Dead-Eye DIPA,American Double / Imperial IPA,16.0
526,0.055,64.0,Fisherman's IPA,American IPA,12.0
527,0.054,35.0,Fisherman's Pils,German Pilsener,12.0
528,0.055,30.0,Fisherman's Brew,American Amber / Red Ale,12.0
529,0.055,35.0,Cape Cod Red,American Amber / Red Ale,16.0
530,0.049,10.0,Beach Blonde,American Blonde Ale,16.0
531,0.065,80.0,Dark Voyage Black IPA (2013),American Black Ale,12.0
532,0.052,28.0,Wisconsin Amber,Vienna Lager,12.0
533,0.046,18.0,Lake House,Munich Helles Lager,12.0
534,0.056,55.0,Ghost Ship White IPA,American IPA,12.0
535,0.046,18.0,Lake House,Munich Helles Lager,16.0
536,0.062,70.0,Mutiny IPA,American IPA,12.0
537,0.052,35.0,Wisconsin Amber (1998),Vienna Lager,12.0
538,0.042,35.0,Island Wheat,American Pale Wheat Ale,12.0
539,0.052,35.0,Wisconsin Amber (2013),Vienna Lager,12.0
540,0.05,35.0,U.S. Pale Ale,American Pale Ale (APA),12.0
541,0.056,35.0,Supper Club Lager,American Pale Lager,12.0
542,0.04,35.0,Carolina Lighthouse (2007),American Blonde Ale,12.0
543,0.05,35.0,Carolina Blonde (2006),American Blonde Ale,12.0
544,0.035,35.0,Carolina Blonde Light (2005),American Blonde Ale,12.0
545,0.059,22.0,Santa's Secret,Winter Warmer,16.0
546,0.057,35.0,Flagship IPA,English India Pale Ale (IPA),12.0
547,0.051,35.0,Sky Blue Golden Ale,Kölsch,12.0
548,0.099,100.0,Epitome,American Black Ale,16.0
549,0.039,9.0,Monkey Chased the Weasel,Berliner Weissbier,16.0
550,0.078,80.0,077XX,American Double / Imperial IPA,16.0
551,0.042,35.0,Boat Beer,American IPA,12.0
552,0.069,35.0,Granny Smith Hard Apple Cider,Cider,16.0
553,0.069,35.0,Dry Hard Apple Cider,Cider,16.0
554,0.056,35.0,Farmer Ted's Cream Ale,Cream Ale,12.0
555,0.052,35.0,Firewater India Pale Ale,American IPA,12.0
556,0.047,35.0,White Zombie Ale,Witbier,12.0
557,0.07,35.0,King Winterbolt Winter Ale,Winter Warmer,12.0
560,0.056,35.0,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0
561,0.048,16.0,Whitecap Wit,Witbier,16.0
562,0.078,16.0,Seiche Scottish Ale,Scottish Ale,16.0
563,0.058,35.0,Peanut Butter Jelly Time,American Brown Ale,12.0
564,0.054,35.0,King Coconut,American Porter,12.0
565,0.085,90.0,Gone A-Rye,American Double / Imperial IPA,16.0
566,0.056,35.0,Special Release,American IPA,16.0
567,0.068,70.0,Dankosaurus,American IPA,16.0
568,0.051,35.0,Scruffy's Smoked Alt,Smoked Beer,16.0
569,0.051,36.0,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0
570,0.05,18.0,The Lawn Ranger,Cream Ale,16.0
571,0.05,35.0,All American Blonde Ale,American Blonde Ale,12.0
572,0.05,35.0,All American Red Ale,American Amber / Red Ale,12.0
573,0.05,40.0,Main St. Virginia Ale,Altbier,12.0
574,0.045,24.0,Chin Music Amber Lager,American Amber / Red Lager,12.0
576,0.052,42.0,Ray Ray’s Pale Ale,American Pale Ale (APA),12.0
577,0.051,15.0,Chai Ale,Herbed / Spiced Beer,16.0
578,0.072,85.0,Lucky Day IPA,American IPA,16.0
579,0.095,99.0,Terrace Hill Double IPA,American Double / Imperial IPA,16.0
580,0.075,77.0,Catch 23,American Black Ale,16.0
581,0.07,35.0,Stickin' In My Rye,Rye Beer,1.9632799921165596
582,0.06,45.0,Black Me Stout,American Stout,12.0
583,0.05,22.0,Killer Kolsch,Kölsch,12.0
584,0.07,65.0,Missile IPA,American IPA,12.0
585,0.045,35.0,Enlighten,Kölsch,16.0
586,0.065,8.0,Ale Cider,Fruit / Vegetable Beer,16.0
587,0.055,30.0,Pail Ale,American Pale Ale (APA),16.0
588,0.045,35.0,Englishman,English Brown Ale,16.0
589,0.08,69.0,8 Barrel,American Strong Ale,16.0
590,0.055,40.0,Oktoberfest,Märzen / Oktoberfest,16.0
591,0.057,58.0,IPA #11,American IPA,16.0
592,0.057,10.0,Blood Orange Honey,Fruit / Vegetable Beer,16.0
593,0.052,35.0,Lighthouse Amber,Altbier,16.0
594,0.089,19.544779559320187,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0
595,0.049,29.0,Churchkey Pilsner Style Beer,American Pilsner,12.0
596,0.05,35.0,First Press,Cider,12.0
597,0.05,35.0,Magic Apple,Cider,12.0
598,0.055,25.0,Cubano Espresso,Bock,12.0
599,0.062,65.0,Operation Homefront,American IPA,12.0
600,0.082,65.0,Wandering Pelican,American Black Ale,12.0
601,0.055,35.0,Sugar Plum,American Brown Ale,12.0
602,0.055,35.0,Oktoberfest,Märzen / Oktoberfest,12.0
603,0.06,35.0,Puppy's Breath Porter,American Porter,12.0
604,0.045,35.0,Happening Now,American IPA,12.0
605,0.07,60.0,Hopped on the High Seas (Hop #529),American IPA,12.0
606,0.07,60.0,Hopped on the High Seas (Calypso),American IPA,12.0
607,0.063,35.0,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0
608,0.07,60.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0
609,0.07,60.0,Hopped on the High Seas (Citra),American IPA,12.0
610,0.07,60.0,Hopped on the High Seas (Ahtanum),American IPA,12.0
611,0.055,35.0,Gwar Beer,American Pale Ale (APA),12.0
612,0.052,35.0,Tropical Heatwave,American Pale Wheat Ale,16.0
613,0.075,70.0,Humidor Series India Pale Ale,American IPA,12.0
614,0.075,70.0,Jai Alai IPA Aged on White Oak,American IPA,12.0
615,0.08,65.0,José Martí American Porter,American Porter,12.0
616,0.05,35.0,Invasion Pale Ale,American Pale Ale (APA),12.0
617,0.055,25.0,Maduro Brown Ale,English Brown Ale,12.0
618,0.055,25.0,Maduro Brown Ale,American Brown Ale,12.0
619,0.05,35.0,Hotter Than Helles Lager,Munich Helles Lager,12.0
620,0.072,75.0,Tocobaga Red Ale,American Amber / Red Ale,12.0
621,0.075,70.0,Jai Alai IPA,American IPA,12.0
622,0.05,18.0,Florida Cracker Belgian Wit,Witbier,12.0
623,0.048,35.0,Shark Tracker Light lager,Light Lager,12.0
624,0.06,35.0,Pumple Drumkin,Pumpkin Ale,12.0
625,0.045,35.0,Grey Lady,Witbier,12.0
626,0.062,35.0,Summer of Lager,Munich Helles Lager,12.0
627,0.065,35.0,Indie Pale Ale,American IPA,12.0
628,0.038,35.0,Sankaty Light Lager,Light Lager,12.0
629,0.056,35.0,Whale's Tale Pale Ale,English Pale Ale,12.0
630,0.067,60.0,Jacaranada Rye IPA,American IPA,16.0
631,0.06,75.0,Cascadian Dark Ale,American Black Ale,12.0
632,0.044,13.0,Wheat the People,American Pale Wheat Ale,16.0
633,0.047,17.0,Tybee Island Blonde,American Blonde Ale,12.0
634,0.062,55.0,Savannah Brown Ale,American Brown Ale,12.0
635,0.046,11.0,Rhode Island Blueberry,Kölsch,12.0
636,0.065,75.0,Newport Storm IPA,American IPA,12.0
637,0.052,24.0,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0
638,0.052,24.0,Hurricane Amber Ale,American Amber / Red Ale,12.0
639,0.058,35.0,Big Blue Van,Fruit / Vegetable Beer,16.0
640,0.068,75.0,Des Moines IPA,American IPA,16.0
641,0.048,22.0,Capital Gold Golden Lager,German Pilsener,16.0
642,0.056,21.0,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0
643,0.05,35.0,Behemoth,American Pilsner,12.0
644,0.052,35.0,Arkansas Red,American Amber / Red Ale,12.0
645,0.057,35.0,Core Oatmeal Stout,Oatmeal Stout,12.0
646,0.061,35.0,Core ESB,Extra Special / Strong Bitter (ESB),12.0
647,0.038,35.0,Chester's Beer (2005),American Pale Lager,12.0
648,0.05,35.0,Heiner Brau Kölsch,Kölsch,12.0
649,0.048,35.0,Trigger Blonde Ale,American Blonde Ale,16.0
650,0.075,29.0,Crabtree Oatmeal Stout,Oatmeal Stout,16.0
651,0.077,71.0,Eclipse Black IPA,American Black Ale,16.0
652,0.06,46.0,Neomexicanus Native,American Pale Ale (APA),12.0
653,0.075,25.0,Old Soul,Belgian Strong Pale Ale,12.0
654,0.059,35.0,Snowcat Coffee Stout,American Stout,12.0
655,0.056,35.0,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0
656,0.056,35.0,Boohai Red Ale,American Amber / Red Ale,12.0
657,0.052,15.0,Lava Lake Wit,Witbier,12.0
658,0.06,35.0,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0
659,0.052,25.0,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0
660,0.065,65.0,Tropicalia,American IPA,12.0
661,0.045,35.0,Athena,Berliner Weissbier,12.0
662,0.049,25.0,Aviator Raspberry Blonde,American Blonde Ale,12.0
663,0.055,35.0,3 Picket Porter,American Porter,12.0
664,0.056,35.0,Rusty Nail Pale Ale,American Pale Ale (APA),12.0
665,0.065,35.0,Red Water Irish Style Red,American Amber / Red Ale,12.0
666,0.066,35.0,Mjöllnir,Herbed / Spiced Beer,12.0
667,0.055,35.0,Bear Butte Nut Brown Ale,American Brown Ale,12.0
668,0.045,35.0,Easy Livin' Summer Ale,American Blonde Ale,12.0
669,0.055,35.0,Canyon Cream Ale,Cream Ale,12.0
670,0.069,35.0,Pile O'Dirt Porter,American Porter,12.0
671,0.06,35.0,11th Hour IPA,American IPA,12.0
672,0.06,31.0,South Ridge Amber Ale,American Amber / Red Ale,16.0
673,0.052,23.0,Summertime Ale,Kölsch,16.0
674,0.049,35.0,Lost River Blonde Ale,American Blonde Ale,16.0
675,0.054,35.0,Monon Wheat,Witbier,16.0
676,0.08,35.0,Floyd's Folly,Scottish Ale,16.0
677,0.063,35.0,Half Court IPA,American IPA,16.0
678,0.045,35.0,Geary's Pale Ale,English Pale Ale,12.0
679,0.06,35.0,Geary's Summer Ale,Kölsch,12.0
680,0.08,35.0,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0
681,0.05,15.0,The Tradition,American Blonde Ale,12.0
682,0.053,11.0,El Hefe Speaks,Hefeweizen,12.0
683,0.055,35.0,Penn Quarter Porter,American Porter,12.0
684,0.092,115.0,On the Wings of Armageddon,American Double / Imperial IPA,12.0
685,0.065,80.0,The Corruption,American IPA,12.0
686,0.07,35.0,The Citizen,Belgian Pale Ale,12.0
687,0.06,35.0,The Public,American Pale Ale (APA),12.0
688,0.065,35.0,Dank IPA,American IPA,16.0
689,0.065,35.0,Dank IPA (2012),American IPA,16.0
690,0.072,35.0,Lift Off IPA,American IPA,16.0
691,0.055,35.0,BrewFarm Select Golden Lager,American Pale Lager,12.0
692,0.05,35.0,Sprocket Blonde Ale (2006),American Blonde Ale,12.0
693,0.05,35.0,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0
694,0.063,37.0,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0
695,0.06,35.0,Neato Bandito,Euro Pale Lager,12.0
696,0.075,33.0,Oak Cliff Coffee Ale,American Brown Ale,12.0
697,0.085,100.0,Dream Crusher Double IPA,American Double / Imperial IPA,12.0
698,0.06,35.0,Deep Ellum Pale Ale,American Pale Ale (APA),12.0
699,0.07,35.0,Double Brown Stout,Baltic Porter,12.0
700,0.048,25.0,Farmhouse Wit,Saison / Farmhouse Ale,16.0
701,0.046,35.0,Rye Pils Session Lager,German Pilsener,12.0
702,0.052,23.0,Dallas Blonde,American Blonde Ale,12.0
703,0.07,70.0,Deep Ellum IPA,American IPA,12.0
704,0.045,44.0,Thrasher Session India Pale Ale,American IPA,12.0
705,0.05,16.0,Gutch English Style Mild Ale,English Pale Mild Ale,12.0
706,0.059,55.0,Chuli Stout,Irish Dry Stout,12.0
707,0.056,46.0,Mother Ale,American Blonde Ale,12.0
708,0.065,71.0,Twister Creek India Pale Ale,American IPA,12.0
709,0.058,46.0,Single Engine Red,Irish Red Ale,12.0
710,0.07,35.0,Incredible Pedal IPA,American IPA,12.0
711,0.05,35.0,Graham Cracker Porter,American Porter,12.0
712,0.05,40.0,Mirror Pond Pale Ale,American Pale Ale (APA),12.0
713,0.052,16.0,Weissenheimer,Hefeweizen,12.0
714,0.049,22.0,Abbey's Single (2015- ),Abbey Single Ale,12.0
715,0.063,76.0,Vertex IPA,American IPA,12.0
716,0.05,12.0,Here Gose Nothin',Gose,12.0
717,0.05,35.0,Strawberry Blonde,Fruit / Vegetable Beer,12.0
718,0.096,85.0,Hoperation Overload,American Double / Imperial IPA,12.0
719,0.049,22.0,Abbey's Single Ale (Current),Abbey Single Ale,12.0
720,0.044,45.0,Bravo Four Point,American Pale Ale (APA),12.0
721,0.052,26.0,Striped Bass Pale Ale,American Pale Ale (APA),12.0
722,0.054,27.0,Deadicated Amber,American Amber / Red Ale,16.0
723,0.056,35.0,Kaleidoscope Collaboration 2012,American Black Ale,16.0
724,0.071,85.0,California Sunshine Rye IPA,American IPA,16.0
725,0.074,12.0,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0
726,0.045,35.0,12 Man Pale Ale,American Pale Ale (APA),12.0
727,0.065,72.0,Filthy Hoppin' IPA,American IPA,16.0
728,0.056,35.0,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0
729,0.056,35.0,Dolores River Hefeweizen,Hefeweizen,16.0
730,0.056,35.0,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0
731,0.056,35.0,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0
732,0.056,35.0,Dolores River Pale Ale,American Pale Ale (APA),16.0
733,0.056,35.0,Dolores River Dry Stout,Irish Dry Stout,16.0
734,0.056,35.0,Dolores River Mild,English Dark Mild Ale,16.0
735,0.049,35.0,Cranberry Blend,Cider,12.0
736,0.051,35.0,Orignal Blend,Cider,12.0
737,0.066,100.0,Hop Abomination,American IPA,12.0
738,0.051,17.0,Apricot Blonde,Fruit / Vegetable Beer,12.0
739,0.043,12.0,Dry Dock Hefeweizen,Hefeweizen,12.0
740,0.058,49.0,Dry Dock Amber Ale,American Amber / Red Ale,12.0
741,0.061,64.0,Category 3 IPA,American IPA,12.0
742,0.045,18.0,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0
743,0.05,35.0,Pumpkin Patch Ale,Pumpkin Ale,16.0
744,0.078,74.0,Crank Yanker IPA,American IPA,16.0
745,0.06,35.0,River Runners Pale Ale,American Pale Ale (APA),16.0
746,0.05,35.0,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0
747,0.055,35.0,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0
748,0.045,35.0,Boater Beer,German Pilsener,16.0
749,0.078,74.0,Crank Yanker IPA (2011),American IPA,16.0
750,0.057,35.0,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0
751,0.049,25.0,Dottie Seattle Lager,American Amber / Red Lager,16.0
752,0.07,35.0,Nut Sack Imperial Brown Ale,American Brown Ale,12.0
753,0.05,35.0,Underachiever,American Adjunct Lager,16.0
754,0.052,35.0,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0
755,0.052,35.0,Element 29,American Pale Ale (APA),12.0
756,0.05,35.0,Hop Syndrome,American Pale Lager,12.0
757,0.062,35.0,Escape to Colorado,American IPA,12.0
758,0.043,60.0,Little Sister India Style Session Ale,American IPA,12.0
759,0.062,80.0,Country Boy IPA,American IPA,12.0
760,0.049,23.0,Blonde Czich,American Blonde Ale,16.0
761,0.07,61.0,White Reaper,Belgian IPA,16.0
762,0.051,35.0,Bobblehead,American Pale Wheat Ale,16.0
763,0.052,35.0,Lucky Dog,American Pale Ale (APA),16.0
764,0.048,35.0,Voodoo,American Porter,16.0
765,0.054,48.0,General George Patton Pilsner,Czech Pilsener,16.0
766,0.04,35.0,Nomader Weiss,Berliner Weissbier,12.0
767,0.085,35.0,Molotov Lite,American Double / Imperial IPA,16.0
768,0.055,35.0,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0
769,0.027,35.0,Bikini Beer,American IPA,12.0
770,0.055,35.0,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0
771,0.05,32.0,Iron Horse Pale Ale,American Pale Ale (APA),12.0
772,0.045,19.0,Stone's Throw IPA,Scottish Ale,12.0
773,0.067,70.0,Wood Chipper India Pale Ale,American IPA,12.0
774,0.063,55.0,Trail Head,American Pale Ale (APA),12.0
775,0.07,80.0,Hop Stalker Fresh Hop IPA,American IPA,16.0
776,0.07,58.0,Sudice American Stout,American Stout,16.0
777,0.05,20.0,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0
778,0.05,20.0,Norns Roggenbier,Roggenbier,16.0
779,0.05,20.0,Laimas Kölsch Style Ale,Kölsch,16.0
780,0.07,70.0,Moirai India Pale Ale,American IPA,16.0
781,0.075,53.0,Loki Red Ale,American Amber / Red Ale,16.0
782,0.046,35.0,Peaches & Cream,Fruit / Vegetable Beer,16.0
783,0.051,35.0,Quaff India Style Session Ale,American IPA,16.0
784,0.075,53.0,Loki Red Ale (2013),American Amber / Red Ale,16.0
785,0.069,35.0,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0
786,0.05,35.0,Fearless Scottish Ale,Scottish Ale,16.0
787,0.081,35.0,Mastermind,American Double / Imperial IPA,12.0
788,0.082,35.0,Hyzer Flip,American Double / Imperial IPA,16.0
789,0.082,80.0,Second Fiddle,American Double / Imperial IPA,16.0
790,0.055,30.0,Hodad Porter,American Porter,16.0
791,0.045,35.0,Weiss Weiss Baby,Kristalweizen,12.0
792,0.055,45.0,Czech Yo Self,Czech Pilsener,12.0
793,0.048,20.0,FMB 101,Kölsch,12.0
794,0.09,35.0,Hardcore Chimera,American Double / Imperial IPA,16.0
795,0.08,80.0,Sobek & Set,American Black Ale,16.0
796,0.086,35.0,Nuclear Winter,Belgian Strong Dark Ale,16.0
797,0.05,22.0,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0
798,0.053,35.0,Secret Stache Stout,American Stout,16.0
799,0.08,72.0,Fascist Pig Ale,American Amber / Red Ale,16.0
800,0.055,35.0,Cut Throat Pale Ale,American Pale Ale (APA),16.0
801,0.075,35.0,Threadless IPA,American IPA,16.0
802,0.055,35.0,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0
803,0.047,35.0,Golden Wing Blonde Ale,American Blonde Ale,16.0
804,0.045,47.0,Easy Jack,American IPA,12.0
805,0.075,75.0,Union Jack,American IPA,12.0
806,0.053,35.0,Pivo Pils,German Pilsener,12.0
807,0.047,35.0,805 Blonde Ale,American Blonde Ale,12.0
808,0.047,20.0,805,American Blonde Ale,12.0
809,0.065,35.0,Deflator,Doppelbock,16.0
810,0.05,27.0,Hinchtown Hammer Down,American Blonde Ale,16.0
811,0.06,104.0,Half Cycle IPA,American IPA,16.0
812,0.056,35.0,Inclined Plane Ale,American IPA,12.0
813,0.055,35.0,Moped Traveler,American Pale Ale (APA),16.0
814,0.071,60.0,Snake Dog IPA,American IPA,12.0
815,0.047,28.0,Underdog Atlantic Lager,American Pale Lager,12.0
816,0.04,35.0,Flying Mouse 8,American Porter,12.0
817,0.07,70.0,Flying Mouse 4,American IPA,12.0
818,0.078,35.0,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0
819,0.06,35.0,Backyahd IPA,American IPA,12.0
820,0.065,35.0,Raincloud Robust Porter,American Porter,12.0
821,0.045,35.0,Barstool American Golden Ale,American Blonde Ale,12.0
822,0.05,18.0,What the Butler Saw,Witbier,12.0
823,0.069,65.0,1916 Shore Shiver,American IPA,12.0
824,0.052,35.0,Quick WIT,Belgian Pale Ale,12.0
825,0.062,35.0,The Optimist,American IPA,12.0
826,0.045,35.0,Suicide Squeeze IPA,American IPA,16.0
827,0.065,35.0,Java the Hop,American IPA,16.0
828,0.062,35.0,Next Adventure Black IPA,American Black Ale,16.0
829,0.067,35.0,3-Way IPA (2013),American IPA,16.0
830,0.058,35.0,Tender Loving Empire NWPA,American Pale Ale (APA),16.0
831,0.052,35.0,Quick Wit Belgianesque Ale,Witbier,16.0
832,0.055,35.0,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0
833,0.088,35.0,Cavatica Stout,American Double / Imperial Stout,16.0
834,0.051,35.0,1811 Lager,American Amber / Red Lager,16.0
835,0.074,97.0,Vortex IPA,American IPA,16.0
836,0.056,35.0,Fort Pitt Ale,American Amber / Red Ale,12.0
837,0.047,19.0,Park,American Pale Wheat Ale,12.0
838,0.056,16.0,Westfalia,American Amber / Red Ale,12.0
839,0.046,17.0,KSA,Kölsch,12.0
840,0.063,42.0,Villager,American IPA,12.0
841,0.085,50.0,Dirty Bastard,Scotch Ale / Wee Heavy,12.0
842,0.072,65.0,Centennial IPA,American IPA,12.0
843,0.047,42.0,All Day IPA,American IPA,12.0
844,0.076,73.0,El Chingon IPA,American IPA,12.0
845,0.057,40.0,Block Party Robust Porter,American Porter,12.0
846,0.052,20.0,Local Buzz,American Blonde Ale,12.0
847,0.055,35.0,Feel Like Maplin' Love,Oatmeal Stout,16.0
848,0.05,35.0,Father's Beer,Belgian Pale Ale,16.0
849,0.06,35.0,The 26th,American IPA,16.0
850,0.064,90.0,The Gadget,American IPA,16.0
